Name,Acronym,Deadline,Conf Date,Core
"IEEE International Conference on Electrical Systems for Aircraft, Railway, Ship Propulsion and Road Vehicles & International Transportation Electrification Conference",ESARS-ITEC,30/06/2024,26/11/2024,
Brazilian Symposium on Computing Systems Engineering,SBESC,04/08/2024,26/11/2024,
"IEEE International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications",MAPE,28/07/2024,27/11/2024,
International Telecommunication Networks and Applications Conference,ITNAC,01/09/2024,27/11/2024,Australasian C
International Conference on Digital Image Computing: Techniques and Applications,DICTA,01/07/2024,27/11/2024,Australasian C
Second Jordanian International Biomedical Engineering Conference,JIBEC,01/08/2024,27/11/2024,
IEEE Central America and Panama Convention,CONCAPAN,12/08/2024,27/11/2024,
IEEE International Humanitarian Technologies Conference,IHTC,15/07/2024,27/11/2024,
International Multidisciplinary Information Technology and Engineering Conference,IMITEC,01/03/2024,27/11/2024,
International Conference on Sustainable Power & Energy,ICSPE,20/03/2024,28/11/2024,
International Conference on Artificial Intelligence and Computer Applications,ICAICA,30/08/2024,28/11/2024,
"IEEE International Conference on Communication, Networks and Satellite",COMNETSAT,03/05/2024,28/11/2024,
IEEE Multi-conference on Natural and Engineering Sciences for Sahel's Sustainable Development,MNE3SD,31/07/2024,28/11/2024,
International Conference on Computational Intelligence and Network Systems,CINS,31/07/2024,28/11/2024,
IEEE International Conference on Internet of Things and Intelligence Systems,IoTaIS,15/07/2024,28/11/2024,
IEEE Asia Pacific Conference on Wireless and Mobile,APWiMob,15/07/2024,28/11/2024,
"International Conference on Advances in Computation, Communication and Information Technology",ICAICCIT,30/06/2024,28/11/2024,
New Trends in Aviation Development,NTAD,25/08/2024,28/11/2024,
International Conference on Smart Systems and Power Management,IC2SPM,29/08/2024,28/11/2024,
National Conference on Electrical and Electronics Engineering,ELECO,20/09/2024,28/11/2024,
Zimbabwe Conference of Information and Communication Technologies,ZCICT,21/07/2024,28/11/2024,
"IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering",UPCON,16/09/2024,,
International Conference on Intelligent Robotics and Automatic Control,IRAC,08/09/2024,,
International Conference on Cybernetics and Intelligent System,ICORIS,30/07/2024,29/11/2024,
IEEE Madras Section Conference,MASCON,30/06/2024,29/11/2024,
IEEE International Conference on Advanced Electrical and Energy Systems,AEES,15/07/2024,,
"International Conference on Intelligent Control, Measurement and Signal Processing",ICMSP,14/09/2024,,
"DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry",IDICAIEI,01/07/2024,29/11/2024,
IEEE Conference on Energy Internet and Energy System Integration,EI2,15/09/2024,,
"IEEE International Conference on Applied Electromagnetics, Signal Processing, & Communication",AESPC,05/05/2024,29/11/2024,
IEEE International Conference of Electron Devices Society Kolkata Chapter,EDKCON,01/05/2023,,
IEEE Latin America Conference on Antennas and Propagation,LACAP,30/06/2024,01/12/2024,
IEEE Conference on Bionanotechnology and BioMEMs,BNM,14/06/2024,02/12/2024,
International Conference on Frontiers of Energy and Environment Engineering,CFEEE,01/09/2024,02/12/2024,
IEEE International Conference on Nano/Molecular Medicine & Engineering,NANOMED,12/07/2024,02/12/2024,
IEEE India Geoscience and Remote Sensing Symposium,InGARSS,01/02/2024,02/12/2024,
IEEE Southern Power Electronics Conference,SPEC,30/06/2024,02/12/2024,
"Annual IEEE International Conference on Sensing, Communication, and Networking",SECON,09/08/2024,02/12/2024,B
IEEE Spoken Language Technology Workshop,SLT,27/06/2024,02/12/2024,
Artificial Intelligence for Business,AIxB,01/09/2024,02/12/2024,
World Engineering Education Forum - Global Engineering Deans Council,WEEF-GEDC,24/05/2024,02/12/2024,
Resilience Week,RWS,23/07/2025,18/01/2026,
IEEE Electronics Packaging Technology Conference,EPTC,31/05/2024,03/12/2024,
"IEEE International Conference on Smart Communities: Improving Quality of Life using AI, Robotics and IoT",HONET,30/06/2024,03/12/2024,
Asia Pacific Signal and Information Processing Association Annual Summit and Conference,APSIPA ASC,07/06/2025,22/10/2025,
International Conference on Innovative and Intelligent Information Technologies,IC3IT,20/08/2024,03/12/2024,
International Conference On Cryptography And Information Security,VCRIS,30/07/2024,03/12/2024,
International Conference on Electrical and Computer Engineering Researches,ICECER,08/07/2024,04/12/2024,
International Conference on Advanced Communication Technologies and Networking,CommNet,31/07/2024,04/12/2024,
IEEE International Conference on BioInspired Processing,BIP,23/09/2024,04/12/2024,
International Conference on Smart Power & Internet Energy Systems,SPIES,05/07/2024,04/12/2024,
International Conference on Mechatronics - Mechatronika,ME,30/05/2024,04/12/2024,
Global Energy Conference,GEC,29/03/2024,04/12/2024,
International Conference on Mobile Networks and Wireless Communications,ICMNWC,30/09/2024,04/12/2024,
"International Conference on Technology, Engineering, and Computing Applications",ICTECA,25/07/2024,04/12/2024,
"International Conference on Automation, Computing and Renewable Systems",ICACRS,10/08/2024,04/12/2024,
Cyber Security in Networking Conference,CSNet,10/08/2024,04/12/2024,
International Conference on Image and Vision Computing New Zealand,IVCNZ,23/09/2024,04/12/2024,Australasian C
"IEEE International Conference on Data, Decision and Systems",ICDDS,15/07/2024,05/12/2024,
International Conference on Advancement in Renewable Energy and Intelligent Systems,AREIS,01/05/2024,05/12/2024,
International Conference on Control and Robotics,ICCR,15/07/2024,05/12/2024,
International Conference on Informatics Electrical and Electronics,ICIEE,08/08/2024,05/12/2024,
IEEE International Conference on Intelligent Reality,ICIR,04/10/2024,05/12/2024,
"IEEE International Conference on Information Technology, Big Data and Artificial Intelligence",ICIBA,20/10/2024,06/12/2024,
IEEE International Conference on Innovations in High Speed Communication and Signal Processing,IHCSP,01/06/2024,06/12/2024,
"International Conference on Communication, Control, and Intelligent Systems",CCIS,01/05/2024,06/12/2024,
International Conference on Artificial Intelligence Trends and Pattern Recognition,ICAITPR,30/04/2024,06/12/2024,
"International Conference on Communication, Computing & Industry 6.0",C2I6,15/09/2024,06/12/2024,
IEEE International Conference on Electronics and Communication Engineering,ICECE,15/07/2024,18/12/2024,
"International Conference on Robotics, Intelligent Control and Artificial Intelligence",RICAI,20/09/2024,06/12/2024,
International Symposium on Innovative Approaches in Smart Technologies,ISAS,15/09/2024,06/12/2024,
International Academic Exchange Conference on Science and Technology Innovation,IAECST,15/09/2024,06/12/2024,
International Conference on Smart Electronics and Communication Systems,ISENSE,25/09/2024,06/12/2024,
IEEE International Electron Devices Meeting,IEDM,25/07/2025,06/12/2025,
"IEEE Conference on Systems, Process & Control",ICSPC,31/07/2024,07/12/2024,
IEEE International Conference on Intelligent Signal Processing and Effective Communication Technologies,INSPECT,31/07/2024,07/12/2024,
International BIT Conference,BITCON,01/04/2024,07/12/2024,
IEEE Industrial Electronics Society Annual On-Line Conference,ONCON,15/07/2024,08/12/2024,
International Conference on Sensing Technology,ICST,30/09/2024,09/12/2024,A
"International Conference on Modeling, Simulation & Intelligent Computing",MoSICom,07/07/2024,09/12/2024,
"IEEE Microwaves, Antennas, and Propagation Conference",MAPCON,31/07/2024,09/12/2024,
IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology,WI-IAT,05/07/2024,09/12/2024,
"IEEE International Conference on Teaching, Assessment and Learning for Engineering",TALE,30/05/2024,09/12/2024,
International Conference on Smart-Digital-Green Technologies and Artificial Intelligence Sciences,CSDGAIS,01/09/2024,09/12/2024,
IEEE International Conference on Data Mining Workshops,ICDMW,10/09/2024,09/12/2024,
International Conference on IT and Industrial Technologies,ICIT,22/07/2024,10/12/2024,
International Conference on Smart City and Green Energy,ICSCGE,10/08/2024,10/12/2024,
IEEE International Conference on Robotics and Biomimetics,ROBIO,15/07/2024,10/12/2024,
IEEE Semiconductor Interface Specialists Conference,SISC,31/08/2025,10/12/2025,
Geoinformatics for Spatial-Infrastructure Development in Earth and Allied Sciences,GIS-IDEAS,15/07/2024,11/12/2024,
Workshop on Satellite Navigation Technology,NAVITEC,14/06/2024,11/12/2024,
International Conference on Decision Aid Sciences and Applications,DASA,15/09/2024,11/12/2024,
"International Conference on Computing, Engineering and Design",ICCED,06/07/2024,11/12/2024,
International Conference on Sustainable Communication Networks and Application,ICSCNA,02/08/2024,11/12/2024,
IEEE-EMBS Conference on Biomedical Engineering and Sciences,IECBES,15/08/2024,11/12/2024,
IEEE Consumer Life Tech,ICLT,15/08/2024,11/12/2024,
Ivannikov Ispras Open Conference,ISPRAS,01/11/2024,11/12/2024,
TRON Symposium,TRONSHOW,04/10/2024,11/12/2024,
International Conference of Adisutjipto on Aerospace Electrical Engineering and Informatics,ICAAEEI,12/08/2024,11/12/2024,
International Seminar on Research of Information Technology and Intelligent Systems,ISRITI,31/08/2024,11/12/2024,
IEEE International Conference on Machine Learning and Applied Network Technologies,ICMLANT,30/10/2024,12/12/2024,
"Third International Conference on Artificial Intelligence, Computational Electronics and Communication System",AICECS,01/09/2024,12/12/2024,
International Conference on Electrical Engineering,EECon,01/10/2024,12/05/2025,
International Conference on Flexible Electronics and Systems,ICFES,30/06/2024,12/12/2024,
International Conference on Ubiquitous Computing and Intelligent Information Systems,ICUIS,05/08/2024,12/12/2024,
IEEE International Conference on Computing,ICOCO,31/05/2024,12/12/2024,
"International Conference on Control, Automation, Robotics and Vision",ICARCV,15/06/2024,12/12/2024,C
IEEE Pune Section International Conference,PuneCon,30/06/2024,13/12/2024,
International Conference on Health Big Data and Intelligent Healthcare,ICHIH,01/10/2024,13/12/2024,
International Conference on Sustainability and Technological Advancements in Engineering Domain,SUSTAINED,31/08/2024,13/12/2024,
International Conference on Power and Energy Systems,ICPES,25/07/2024,13/12/2024,
IEEE International Conference on Data Science and Systems,DSS,15/08/2024,13/12/2024,
IEEE International Conference on Smart City,SmartCity,15/08/2024,13/12/2024,
"IEEE International Conference on Dependability in Sensor, Cloud & Big Data Systems & Applications",DependSys,15/08/2024,13/12/2024,
"Fourth International Conference on Multimedia Processing, Communication & Information Technology",MPCIT,10/07/2024,13/12/2024,
International Conference on Smart Grid and Energy Internet,SGEI,16/09/2024,13/12/2024,
International Conference on Information Technology and Contemporary Sports,TCS,25/09/2024,13/12/2024,
IEEE International Conference on ICT in Business Industry & Government,ICTBIG,01/09/2024,13/12/2024,
International Conference on Neuromorphic Computing,ICNC,25/09/2024,13/12/2024,National: China
Asia Conference on Advances in Electrical and Power Engineering,ACEPE,10/08/2024,13/12/2024,
"IEEE International Conference on Data, Information, Knowledge and Wisdom",DIKW,15/08/2024,13/12/2024,
International Conference on Innovative AI and Intelligent Systems,AIIS,20/09/2024,13/12/2024,
International Conference on Telecommunications and Intelligent Systems,ICTIS,31/08/2024,14/12/2024,
IEEE Calcutta Conference,CALCON,02/04/2024,14/12/2024,
International Symposium on Computational Intelligence and Design,ISCID,30/08/2024,14/12/2024,
International Conference on Computer Theory and Applications,ICCTA,15/09/2024,14/12/2024,
International Computer Conference on Wavelet Active Media Technology and Information Processing,ICCWAMTIP,22/11/2024,14/12/2024,
National Power Systems Conference,NPSC,15/06/2024,14/12/2024,
International Conference on Sustainable Technologies for Industry 5.0,STI,31/07/2024,14/12/2024,
IEEE International Conference on Advanced Networks and Telecommunications Systems,ANTS,20/09/2024,15/12/2024,
IEEE International Conference on Big Data,BigData,26/08/2024,15/12/2024,B
IEEE International Conference on Industrial Engineering and Engineering Management,IEEM,01/06/2025,07/12/2025,
International Conference on Orange Technology,ICOT,15/10/2024,15/12/2024,
International Conference on Signal Processing and Communication System,ICSPCS,30/06/2024,16/12/2024,
IEEE International Symposium on Smart Electronic Systems,iSES,15/07/2024,16/12/2024,
"International Conference on Advances in Computing, Communication and Networking",ICAC2N,15/03/2024,16/12/2024,
International Conference on Communication and Electronics Systems,ICCES,08/08/2024,16/12/2024,
Asian Hardware Oriented Security and Trust Symposium,AsianHOST,14/07/2024,16/12/2024,
IEEE International Conference on Wireless for Space and Extreme Environments,WiSEE,01/07/2025,14/10/2025,
International Conference on TVET Excellence & Development,ICTeD,28/06/2024,16/12/2024,
Saudi Arabia Smart Grid,SASG,15/07/2024,16/12/2024,
IEEE International Symposium on Embedded Multicore/Many-core Systems-on-Chip,MCSoC,25/05/2024,16/12/2024,
"International Japan-Africa Conference on Electronics, Communications, and Computations",JAC-ECC,12/10/2024,16/12/2024,
"International Conference on Electrical, Computer, Telecommunication and Energy Technologies",ECTE-Tech,15/09/2024,17/12/2024,
"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,01/09/2024,17/12/2024,B
IEEE International Conference on Embedded and Ubiquitous Computing,EUC,01/09/2024,17/12/2024,C
IEEE International Conference on Big Data Science and Engineering,BigDataSE,01/09/2024,17/12/2024,
IEEE International Conference on Computational Science and Engineering,CSE,01/09/2024,17/12/2024,
IEEE Asian Test Symposium,ATS,30/09/2024,17/12/2024,
International Conference on Computer and Applications,ICCA,27/05/2024,17/12/2024,
"International Conference on Automation, Robotics and Computer Engineering",ICARCE,01/06/2024,17/12/2024,
International Conference on Intelligent Cybernetics Technology & Applications,ICICyTA,25/10/2024,17/12/2024,
International Conference on Technology Enabled Economic Changes,InTech,20/08/2024,17/12/2024,
International Middle East Power System Conference,MEPCON,31/08/2024,17/12/2024,
RSI International Conference on Robotics and Mechatronics,ICRoM,16/09/2024,17/12/2024,
International Jordanian Cybersecurity Conference,IJCC,15/09/2024,17/12/2024,
IEEE Electrical Design of Advanced Packaging and Systems,EDAPS,30/08/2024,17/12/2024,
International Conference on IoT Based Control Networks and Intelligent Systems,ICICNIS,08/08/2024,17/12/2024,
International Conference on Computing and Information Technology,ICCIT,15/05/2024,20/12/2024,
International Conference on Sustainable Technology and Engineering,i-COSTE,30/07/2024,18/12/2024,
"IEEE International Conference on Power Electronics, Drives and Energy Systems",PEDES,15/02/2024,18/12/2024,
International Conference on Robotics and Automation in Industry,ICRAI,30/04/2024,18/12/2024,
"Eighth International Conference on Parallel, Distributed and Grid Computing",PDGC,15/09/2024,18/12/2024,
"IEEE International Conference on High Performance Computing, Data and Analytics Workshop",HiPCW,19/06/2024,18/12/2024,
SLAAI International Conference on Artificial Intelligence,SLAAI-ICAI,30/08/2024,18/12/2024,
IEEE International Conference on RFID Technology and Applications,RFID-TA,04/04/2025,28/10/2025,
International Conference on Embedded Systems and Artificial Intelligence,ESAI,01/04/2024,19/12/2024,
"International Conference on Recent Trends in Microelectronics, Automation, Computing and Communications Systems",ICMACC,31/07/2024,19/12/2024,
International Conference on Computational Intelligence and Networks,CINE,10/09/2024,19/12/2024,
Conference on Building a Secure & Empowered Cyberspace,BuildSEC,12/08/2024,19/12/2024,
International Conference on Advances in Technology and Computing,ICATC,31/08/2024,19/12/2024,
IEEE India Council International Conference,INDICON,31/08/2024,19/12/2024,
"IEEE International Conference on Advances in Signal Processing, Power, Communication, and Computing",ASPCC,15/08/2023,19/12/2024,
"International Conference on Robotics, Automation and Artificial Intelligence",RAAI,01/08/2024,19/12/2024,
Beyond Technology Summit on Informatics International Conference,BTS-I2C,30/08/2024,19/12/2024,
International Conference on Innovation and Novelty in Engineering and Technology,INNOVA,15/07/2024,20/12/2024,
"International Conference on Mobility, Sensing and Networking",MSN,20/07/2024,20/12/2024,
International Conference on Intelligent Systems and Embedded Design,ISED,15/08/2024,20/12/2024,
International Conference on Electrical Engineering and Control Technologies,CEECT,30/08/2024,20/12/2024,
"International Conference on Algorithms, Computing and Artificial Intelligence",ACAI,10/10/2024,20/12/2024,
International Symposium on Artificial Intelligence and Intelligent Manufacturing,AIIM,05/10/2024,20/12/2024,
International Conference on Data Science and Information Technology,DSIT,05/11/2024,20/12/2024,
International Conference on Information Science and Education,ICISE-IE,01/10/2024,20/12/2024,
International Conference on Power and Energy Engineering,ICPEE,20/07/2024,20/12/2024,
International Conference on Computers and Artificial Intelligence Technology,CAIT,30/07/2024,20/12/2024,
"International Conference on Augmented Reality, Intelligent Systems, and Industrial Automation",ARIIA,20/08/2024,20/12/2024,
International Conference on Artificial Intelligence and Quantum Computation-Based Sensor Application,ICAIQSA,01/08/2024,20/12/2024,
IEEE International Conference on Progress in Informatics and Computing,PIC,30/09/2024,20/12/2024,
International Conference on Emerging Technologies and Innovation for Sustainability,EmergIN,22/08/2024,20/12/2024,
RIVF International Conference on Computing and Communication Technologies,RIVF,30/07/2024,21/12/2024,
IEEE Asia-Pacific Conference on Applied Electromagnetics,APACE,27/07/2024,21/12/2024,
IEEE International Conference on Computational Intelligence and Communication Networks,CICN,30/09/2024,22/12/2024,
"International Conference on Power Energy, Environment & Intelligent Control",PEEIC,04/09/2024,24/12/2024,
International Conference on Electrical Machines and Drives,ICEMD,01/07/2024,24/12/2024,
International Conference on Innovative Sustainable Computational Technologies,CISCT,01/05/2024,27/12/2024,
"IEEE International Conference on Automation, Electronics and Electrical Engineering",AUTEEE,13/09/2024,27/12/2024,
International Conference on Clean Energy and Power Generation Technology,CEPGT,08/10/2024,27/12/2024,
International Symposium on New Energy and Electrical Technology,ISNEET,23/09/2024,27/12/2024,
International Conference on Intelligent Ships and Electromechanical System,ICISES,25/09/2024,27/12/2024,
International Conference on Communication Technology and Information Technology,ICCTIT,27/09/2024,27/12/2024,
"IEEE International Conference on Vision, Image and Signal Processing",ICVISP,18/08/2024,27/12/2024,
International Conference on Virtual Reality and Visualization,ICVRV,05/07/2024,27/12/2024,
"International Conference on Artificial Intelligence, Robotics, and Communication",ICAIRC,05/10/2024,27/12/2024,
Recent Advances in Sustainable Engineering and Future Technologies,RASEFT,30/06/2024,27/12/2024,
International Conference on Mechanical Engineering and Power Engineering,MEPE,25/07/2024,28/12/2024,
"IEEE International Conference on Electrical, Automation and Computer Engineering",ICEACE,30/09/2024,29/12/2024,
International Multitopic Conference,INMIC,30/09/2024,30/12/2024,
IEEE Rising Stars,Rising Stars,21/11/2025,03/01/2025,
International Conference on Ubiquitous Information Management and Communication,IMCOM,15/08/2024,03/01/2025,
International Conference on COMmunication Systems and NETworks,COMSNETS,15/09/2024,06/01/2025,National:India
IEEE Annual Computing and Communication Workshop and Conference,CCWC,21/10/2024,06/01/2025,
IEEE Power Electronics Society International Decentralized Energy Access Symposium,IDEAS,31/07/2024,07/01/2025,C
"Fifth International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies",ICAECT,25/09/2024,09/01/2025,
International Conference on Electrical Automation and Artificial Intelligence,ICEAAI,09/10/2024,10/01/2025,
International Conference on Ambient Intelligence in Health Care,ICAIHC,30/06/2024,10/01/2025,
"International Conference on Neural Networks, Information and Communication Engineering",NNICE,15/10/2024,10/01/2025,
"International Conference on Robotics, Electrical and Signal Processing Techniques",ICREST,31/08/2024,11/01/2025,
Joint -Intermag Conference,INTERMAG,22/07/2024,13/01/2025,
"Fourth International Symposium on Instrumentation, Control, Artificial Intelligence, and Robotics",ICA-SYMP,02/08/2024,15/01/2025,
International Learning and Technology Conference,&T,12/10/2024,15/01/2025,
International Conference on Mechanical Engineering and Robotics Research,ICMERR,10/08/2024,15/01/2025,
International Conference on AIML-Applications for Engineering & Technology,ICAET,30/08/2024,16/01/2025,
"International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics",IITCEE,30/09/2024,16/01/2025,
"International Conference on Cognitive Computing in Engineering, Communications, Sciences and Biomedical Health Informatics",IC3ECSBHI,15/09/2024,16/01/2025,
Gender and Technology Conference,GTC,30/08/2024,16/01/2025,
IEEE International Conference on Computer Research and Development,ICCRD,30/08/2024,17/01/2025,
"IEEE International Students' Conference on Electrical, Electronics and Computer Science",SCEECS,01/11/2024,18/01/2025,
ARFTG Microwave Measurement Conference,ARFTG,09/09/2024,19/01/2025,
IEEE Topical Conference on RF/Microwave Power Amplifiers for Radio and Wireless Applications,PAWR,25/07/2024,19/01/2025,
IEEE Space Hardware Radio Conference,SHaRC,25/07/2024,19/01/2025,
IEEE Topical Conference on Wireless Sensors and Sensor Networks,WiSNeT,25/07/2024,19/01/2025,
IEEE Topical Meeting on Silicon Monolithic Integrated Circuits in RF Systems,SiRF,25/07/2024,19/01/2025,
IEEE International Conference on Micro Electro Mechanical Systems,MEMS,09/09/2025,25/01/2026,
IEEE Electrical Energy Storage Applications and Technologies Conference,EESAT,31/05/2025,26/01/2026,
IEEE Applied Sensing Conference,APSCON,31/10/2024,20/01/2025,
"Fourth International Conference on Power, Control and Computing Technologies",ICPC2T,30/09/2024,20/01/2025,
"International Conference on Computer Sciences, Engineering, and Technology Innovation",ICoCSETI,01/08/2024,21/01/2025,
IEEE MTT-S Latin America Microwave Conference,LAMC,26/08/2024,22/01/2025,
IEEE World Symposium on Applied Machine Intelligence and Informatics,SAMI,01/10/2024,23/01/2025,National: slovakia
International Conference on Next Generation Communication & Information Processing,INCIP,15/05/2024,23/01/2025,
International Conference on Intelligent Systems and Computational Networks,ICISCN,30/09/2024,24/01/2025,
Annual Reliability and Maintainability Symposium,RAMS,18/04/2025,26/01/2026,
Wireless On-Demand Network Systems and Services Conference,WONS,31/08/2024,27/01/2025,
Institute for the Future of Education Conference,IFE,15/06/2024,28/01/2025,
IEEE International Symposium on Joint Communications & Sensing,JC&S,13/09/2024,28/01/2025,
"Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering",ECTI DAMT & NCON,22/10/2024,,
Australian & New Zealand Control Conference,ANZCC,15/09/2024,30/01/2025,
International Renewable Energy Congress,IREC,30/11/2024,02/02/2025,
Cybernetics & Informatics,K&,04/11/2024,02/02/2025,
Conference on Artificial Intelligence x Multimedia,AIxMM,01/09/2024,03/02/2025,
"International Conference for Artificial Intelligence, Applications, Innovation and Ethics",AI2E,15/11/2024,03/02/2025,
Fifth National and the First International Conference on Applied Research in Electrical Engineering,AREE,11/12/2024,04/02/2025,
International Conference on Intelligent Data Communication Technologies and Internet of Things,IDCIoT,05/10/2024,05/02/2025,
IEEE International Conference on AI in Cybersecurity,ICAIC,25/11/2024,05/02/2025,
International Conference on Artificial Intelligence and Data Engineering,AIDE,30/09/2024,06/02/2025,
International Conference on Advances in Renewable Energy & Electric Vehicles,AREEV,30/10/2024,06/02/2025,
"International Conference on Computational Intelligence, Communication Technology and Networking",CICTN,15/07/2024,06/02/2025,
"International Conference on Computational, Communication and Information Technology",ICCCIT,15/10/2024,07/02/2025,
Emerging Technologies for Intelligent Systems,ETIS,15/09/2024,07/02/2025,
International Conference on Pervasive Computational Technologies,ICPCT,01/10/2024,08/02/2025,
IEEE Conference on Advances in Magnetics,AIM,01/02/2025,14/07/2025,
International Conference on Innovation in Artificial Intelligence and Internet of Things,AIIT,05/06/2024,10/02/2025,
Australian Microwave Symposium,AMS,01/11/2024,10/02/2025,
International Conference on Data-Driven Social Change,ICDDSC,30/08/2024,10/02/2025,
"International Conference on Control, Automation, and Instrumentation",IC2AI,18/08/2024,11/02/2025,
"International Conference on Automation, Robotics, and Applications",ICARA,25/09/2024,12/02/2025,
"International Conference on Intelligent Control, Computing and Communications",IC3,20/10/2024,13/02/2025,
"International Conference on Power, Energy, and Electrical Engineering",CPEEE,10/09/2024,15/02/2025,
International Conference on Advanced Communications Technology,ICACT,15/09/2024,16/02/2025,
IEEE International Solid-State Circuits Conference,ISSCC,15/09/2025,15/02/2026,
International Conference on Data Science and Machine Learning Applications,CDMA,01/08/2024,16/02/2025,
IEEE International Workshop on Antenna Technology,iWAT,30/09/2024,19/02/2025,
International Conference on Advanced Research in Computing,ICARC,30/11/2024,19/02/2025,
IEEE Middle East and North Africa Communications Conference,MENACOMM,31/10/2024,20/02/2025,
International Conference on Innovative Trends in Information Technology,ICITIIT,30/08/2024,21/02/2025,
"First International Conference on Advances in Computer Science, Electrical, Electronics, and Communication Technologies",CE2CT,30/11/2024,21/02/2025,
International Conference on Mobile and Miniaturized Terahertz Systems,ICMMTS,31/07/2024,23/02/2025,
International Conference on Mechatronics and Robotics Engineering,ICMRE,30/08/2024,24/02/2025,
IEEE Latin America Symposium on Circuits and Systems,LASCAS,06/09/2024,25/02/2025,
International Conference on Knowledge and Smart Technology,KST,10/12/2024,,
International Conference on Bioinformatics and Computational Biology,ICBCB,30/09/2024,,
International Conference on Innovation in Computing and Engineering,ICE,30/10/2024,,
International Symposium on Big Data and Applied Statistics,ISBDAS,15/12/2024,,
IEEE International Conference on Smart and Sustainable Developments in Electrical Engineering,SSDEE,15/09/2024,,
International Conference on Smart Grid and Green Energy,ICSGGE,18/11/2024,,
International Conference on Consumer Electronics and Computer Engineering,ICCECE,15/12/2024,,
IEEE Underwater Technology,UT,20/09/2024,02/03/2025,
"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,04/10/2024,04/03/2025,A
International Conference on Emerging Smart Computing and Informatics,ESCI,15/01/2025,05/03/2025,
IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation,IATMSI,01/06/2024,06/03/2025,
International Conference on Power Electronics and Electric Drives,PEED,30/11/2024,07/03/2025,
International Conference on Green Energy and Applications,ICGEA,25/09/2024,07/03/2025,
International Conference on Smart Systems for applications in Electrical Sciences,ICSSES,01/10/2024,07/03/2025,
IEEE International Conference on Communication Systems and Network Technologies,CSNT,05/01/2025,07/03/2025,
IEEE Electron Devices Technology & Manufacturing Conference,EDTM,18/10/2024,09/03/2025,
International Conference on Machine Learning and Autonomous Systems,ICMLAS,08/11/2024,10/03/2025,
"Conference on Innovation in Clouds, Internet and Networks",ICIN,25/10/2024,11/03/2025,National: France
"IEEE International Conference on Materials, Robotics & Automation, Computer and Control",ICMRACC,02/10/2024,14/03/2025,
International Conference on Educational and Information Technology,ICEIT,20/10/2024,14/03/2025,
IEEE Information Technology and Mechatronics Engineering Conference,ITOEC,31/01/2025,14/03/2025,
IEEE Integrated STEM Education Conference,ISEC,15/01/2025,15/03/2025,
IEEE Applied Power Electronics Conference and Exposition,APEC,19/07/2024,16/03/2025,
IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems Companion,ALIFE-CIS Companion,22/09/2025,16/03/2025,
"IEEE International Conference on Electronics, Energy Systems and Power Engineering",EESPE,12/12/2024,17/03/2025,
IEEE International Conference on Pervasive Computing and Communications,PerCom,27/09/2024,17/03/2025,
"IEEE Symposia on Computational Intelligence for Energy, Transport and Environmental Sustainability",CIETES,17/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence on Engineering/Cyber Physical Systems,CIES,10/09/2024,17/03/2025,
"IEEE Symposium on Computational Intelligence in Image, Signal Processing and Synthetic Media",CISM,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems,ALIFE-CIS,10/09/2024,17/03/2025,
"IEEE Symposium on Computational Intelligence in Security, Defence and Biometrics",CISDB,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence in Natural Language Processing and Social Media,-NLPSoMe,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence in Health and Medicine,CIHM,10/09/2024,17/03/2025,
"IEEE Symposium on Computational Intelligence in Image, Signal Processing and Synthetic Media Companion",CISM Companion,22/09/2024,17/03/2025,
"IEEE Symposium on Computational Intelligence in Security, Defence and Biometrics Companion",CISDB Companion,22/09/2024,17/03/2025,
IEEE Symposium for Multidisciplinary Computational Intelligence Incubators,Companion,10/09/2024,17/03/2025,
"IEEE Symposium on Trustworthy, Explainable and Responsible Computational Intelligence",CITREx Companion,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence for Financial Engineering and Economics Companion,CiFer Companion,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence in Health and Medicine Companion,CIHM Companion,10/09/2024,17/03/2025,
IEEE Symposium on Computational Intelligence on Engineering/Cyber Physical Systems Companion,CIES Companion,22/09/2024,17/03/2025,
International Symposium INFOTEH-JAHORINA,INFOTEH,15/12/2024,19/03/2025,
"International Conference on Advances in Electrical, Electronics and Computing Technology",EECT,10/01/2025,21/03/2025,
International Conference on Smart Grid and Artificial Intelligence,SGAI,30/12/2024,21/03/2025,National: UK
